,content,categories,priority
10404,san diego synagogue shoot least 4 injured man detain question ,,
10405,synagogue shoot california leaf least 1 dead 3 wound ,,
10406,one dead three injure southern california chabad synagogue ,,
10407,fatality hate crime mayor poway update shock detail synagogue shooting ,,
10408,1 dead suspect detain follow synagogue shoot poway ,,
10409,shooting synagogue near san diego leave multiple people injure ,,
10410,man detain saturday afternoon police poway california shooting incident synagogue police say ,,
10411,injury report after shoot california synagogue live update ,,
10412,man detain amp multiple injury report after shoot san diego synagogue ,,
10413,one dead synagogue shooting near san diego official say ,,
10414,sincere thank our great border patrol agent stop shooter synagogue poway california may off duty talent law enforcement weren t ,,
10415,poway calif authority southern california say shooting synagogue leave people injure extent unclear ,,
10416,condemn strong term evil amp cowardly shoot chabad poway today jewish family celebrate passover one should fear house worship antisemitism isn t just wrong s evil ,,
10417,john t earnest suspect poway synagogue shoot ,,
10418,hospital say s treat four people injure synagogue shooting near san diego condition unclear ,,
10419,police say synagogue suspect white male 19 arm ar 15 style semi automatic rifle ,,
10420,one dead three injure poway synagogue shoot ,,
10421,shoot san diego synagogue child among injured ,,
10422,mayor 1 dead 3 injure passover hate crime ,,
10423,synagogue shoot leave 1 dead 3 injure san diego county ,,
10424,pressure cooker boston more damage s gun poway ,,
10425,update 19 year old man arm rifle open fire inside synagogue near san diego worshipper celebrate last day passover kill woman wound three people saturday authority say ,,
10426,shoot chabad synagogue san diego kill one injures three ,,
10427,thought prayer all affect shooting synagogue poway california god bless all suspect apprehend law enforcement outstanding job thank ,,
10428,again please love all holy via ,,
10429,people run everywhere 1 dead 4 wound passover shooting synagogue near san diego via ,,
10430,man custody after shooting san diego area synagogue last day passover kill one injure three town s mayor say cnnbrk ,,
10431,my prayer effect synagogue shooting poway california ,,
10432,inside poway synagogue one guy shoot everybody cursing ,,
10433,thought prayer go out poway synagogue shooting crane collapse seattle ,,
10434,several injure after gunman open fire san diego synagogue ,,
10435,shooting chabad synagogue putin s rabbi chbad community ,,
10436,four shot injure southern california chabad synagogue last day passover ,,
10437,another day another shooting place worship ,,
10438,shoot california chabad last day passover ,,
10439,least 4 injured poway calif synagogue shoot police detain man question via ,,
10440,shoot synagogue near san diego california ,,
10441,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker ,,
10442,multiple injure san diego synagogue shooting ,,
10443,shoot incident synagogue near san diego during passover man detain ,,
10444,break nbc san diego report off duty u s border patrol agent poway synagogue open fire suspect prevent attack significantly bad ,,
10445,today 6 month day tree life synagogue shoot now synagogue shooting poway ca ,,
10446,one kill three injure attack poway synagogue police detain man question ,,
10447,one dead three injure synagogue shooting poway california ,,
10448,trump poway synagogue look like hate crime ,,
10449,break 19 year old adult white male san diego suspected shooter synagogue official say suspect flee scene then surrender police ,,
10450,san diego police hold press brief poway synagogue shoot via ,,
10451,4 injure shoot san diego synagogue man detain police ,,
10452,synagogue shoot leave 1 dead 3 wound poway near san diego cnn ,,
10453,other shooting ,,
10454,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker via ,,
10455,synagogue shoot near san diego leave 1 dead 3 injured 19 year old arrest los angeles time ,,
10456,cbs news poway synagogue shoot san diego sheriff detain man connection shoot chabad poway synagogue via ,,
10457,multiple people shoot attack poway synagogue police detain man question ,,
10458,ryan saavedra shooting chabad poway synagogue today remember new york time promoted anti semitism week refuse apologize ,,
10459,1 dead 3 injure shoot san diego synagogue during passover celebration ,,
10460,shoot report near san diego area synagogue ,,
10461,one dead several injure shoot san diego area synagogue ,,
10462,shooting synagogue outside san diego where worshipper celebrate last day passover send four people hospital saturday extent injury clear official say ,,
10463,my prayer synagogue san diego california ,,
10464,police investigate shoot synagogue poway california ,,
10465,synagogue shoot california leaf least 1 dead 3 wound ,,
10466,one dead three injure southern california chabad synagogue ,,
10467,fatality hate crime mayor poway update shock detail synagogue shooting ,,
10468,1 dead suspect detain follow synagogue shoot poway ,,
10469,shooting synagogue near san diego leave multiple people injure ,,
10470,man detain saturday afternoon police poway california shooting incident synagogue police say ,,
10471,injury report after shoot california synagogue live update ,,
10472,shoot report san diego synagogue multiple injury ,,
10473,one dead synagogue shooting near san diego official say ,,
10474,sincere thank our great border patrol agent stop shooter synagogue poway california may off duty talent law enforcement weren t ,,
10475,shooting come exactly six month after shooting pittsburgh synagogue kill 11 ,,
10476,vp penny condemn strong term evil amp cowardly shoot chabad poway today jewish family celebrate passover one should fear house worship antisemitism isn t just wrong s evil ,,
10477,john t earnest suspect poway synagogue shoot ,,
10478,hospital say s treat four people injure synagogue shooting near san diego condition unclear ,,
10479,police say synagogue suspect white male 19 arm ar 15 style semi automatic rifle ,,
10480,one dead three injure poway synagogue shoot ,,
10481,shoot san diego synagogue child among injured ,,
10482,mayor 1 dead 3 injure passover hate crime ,,
10483,synagogue shoot leave 1 dead 3 injure san diego county ,,
10484,poway shooting even scary because s close home ,,
10485,19 year old man arm rifle open fire inside synagogue near san diego worshiper celebrate last day passover kill woman wound three people saturday authority say ,,
10486,shoot chabad synagogue san diego kill one injures three ,,
