,content,categories,priority
7949,kill philippine earthquake ,"['MultimediaShare', 'Factoid', 'News']",Low
7950,major earthquake strike central philippine ,"['MultimediaShare', 'Factoid']",Low
7951,sana malagpasan nila ang dulot ng kalamidad na ito ,"['Hashtags', 'Sentiment']",Low
7952,join me pray my friend philippine today wake major earthquake hit bohol may god comfort st ,"['Sentiment', 'Discussion', 'Irrelevant']",Low
7953,send prayer thought whoever affect earthquake bohol surround area ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7954,dozen dead magnitude earthquake hit philippine ,['Factoid'],Low
7955,when aftershock stop huhuhu sleep guy seriously need your prayer ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7956,philippine dozen kill thousand displace after powerful magnitude earthquake hit cebu bohol ,"['Factoid', 'Irrelevant']",Low
7957,my heart thought go out philippine affect terrible earthquake ,"['Sentiment', 'Irrelevant']",Low
7958,before earthquake after magnitude bohol century old church ,"['MultimediaShare', 'Hashtags', 'Irrelevant']",Low
7959,luzon typhoon visayas earthquake mindanao war ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7960,embarrass coverage philippine earthquake kill nearly people yet cover less story more focus ,"['News', 'Sentiment', 'Irrelevant']",Low
7961,mahirap pero hope makatulong ang prayer namin ,"['Hashtags', 'Sentiment']",Low
7962,just return our trip philippine our thought affect today earthquake ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7963,photo gallery see damage quake strike central philippine ,"['MultimediaShare', 'Discussion']",Low
7964,ahora de sse panaytayon philippine ,"['Factoid', 'Hashtags']",Low
7965,sorry hear earthquake philippine please safe beautiful people send good vibe your ,"['Sentiment', 'Irrelevant']",Low
7966,earthquake ssw calape philippine oct epicenter ago tagbilaran depth http ,"['Factoid', 'News']",Low
7967,philippine quake dozen kill via ,"['Factoid', 'News', 'Irrelevant']",Low
7968,send much love prayer philippine right now after devastate earthquake ,"['Sentiment', 'Irrelevant']",Low
7969,feel bad everyone philippine rn through lot hurricane flood now earthquake ,"['Sentiment', 'Irrelevant']",Low
7970,magnitude earthquake aftershock strike southern philippine geekquinox yahoo news canada via ,"['Factoid', 'News']",Low
7971,still feel aftershock ,"['Factoid', 'Hashtags']",Low
7972,magnitude earthquake rock philippine ,"['Factoid', 'OriginalEvent']",Low
7973,my thought amp prayer go out affect disaster philippine recently lov ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7974,april please let u know soon your parent okay big earthquake philippine ,"['Sentiment', 'Discussion', 'Irrelevant']",Low
7975,least kill after magnitude earthquake hit philippine ,['Factoid'],Low
7976,sleep know my family camp outside scared aftershock ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7977,just post note how help all affect philippine earthquake financial help ,"['Sentiment', 'Irrelevant']",Low
7978,view last night ,['Hashtags'],Low
7979,good morning god our refuge strength very present help trouble psalm ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7980,kill philippine earthquake ,['Factoid'],Low
7981,sleep living room again ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7982,trend re tweet ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7983,please pray affect earthquake philippine also make sure give your relative call amp mak ,"['Sentiment', 'Irrelevant']",Low
7984,earthquake measuring hit philippine tuesday photo via ,['News'],Low
7985,deadly quake strike philippine ,"['OriginalEvent', 'News']",Low
7986,poor mindanao muslim get twitter trend ain muslim ll pray mindanao ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7987,thank all my support family victim due terrible earthquake hit central philippine today ,['Sentiment'],Low
7988,early sleeep lang ,['Hashtags'],Low
7989,god good ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7990,kill philippine quake ninety nine death confirm due earthquake strike ,"['Factoid', 'Irrelevant']",Low
7991,may viber ako sa hope ur ok ai pati na din si ingat kayo jan ,"['Hashtags', 'Sentiment']",Low
7992,dear intensity earthquake why church when club bar ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7993,death toll rise follow tuesday earthquake philippines official say ,"['Factoid', 'News']",Low
7994,photo famous chocolate hill now longer pure kiss shape phillip pepito http ,"['MultimediaShare', 'Sentiment']",Low
7995,ingat po lagi mga kababayan ko sa cebu bohol ,"['Hashtags', 'Sentiment']",Low
7996,earthquake strike central philippine least ppl confirm dead more injured tourist displace ,"['Factoid', 'Hashtags']",Low
7997,death toll philippine quake nears more people miss loon philippine reuters death toll ,"['Factoid', 'Irrelevant']",Low
7998,magnitude earthquake hit philippines overflow water swim pool cctv watch ,"['MultimediaShare', 'Factoid', 'Irrelevant']",Low
7999,god always our strength hold philippine ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8000,church building destroy because god busy protect our home even forget protect ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8001,break news death toll philippine quake approach ,"['Factoid', 'News']",Low
8002,philippine quake death toll reach ,"['Factoid', 'Hashtags']",Low
8003,lord pray visayas our kababayans ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8004,aftershock ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8005,re set up ready go help all need drop off donation uc banilad ,"['Donations', 'Hashtags']",Low
8006,prayer go out everyone effect earthquake philippine today ,"['Sentiment', 'Irrelevant']",Low
8007,dozen dead large philippine quake ,['Factoid'],Low
8008,happen philippine ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8009,nineteen church major damage some even reduce rubble nineteen nineteen ,"['Hashtags', 'Sentiment']",Low
8010,re safe because absence danger because god presence ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8011,earthquake devastate philippine other news now know where all return hernandez jersey go ,"['Factoid', 'Irrelevant']",Low
8012,just because bad thing doesn mean bad people ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8013,bakit yung mga church pa andyan naman yung mga bar club ,"['MultimediaShare', 'Hashtags', 'Sentiment']",Low
8014,join people philippine mourn kill earthquake last tuesday ,"['Sentiment', 'Irrelevant']",Low
8015,because bohol cebu philippine severely damage ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8016,philippine earthquake death toll hit rescue operation underway ,['Factoid'],Low
8017,prayer bohol cebu other part visayas keep safe everyone god bless philippine ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8018,quake kill central philippine ,"['MultimediaShare', 'Factoid', 'News']",Low
8019,kid examine huge gash through road loboc bohol ,"['MultimediaShare', 'Hashtags', 'Irrelevant']",Low
8020,photo hiii kgapun linog sbng heavy rain hoho ,"['Hashtags', 'Sentiment']",Low
8021,death toll strong earthquake central philippine rise almost ,['Factoid'],Low
8022,rise rise may true story taxi driver turn public attorney inspire just boholanos ,"['Hashtags', 'Irrelevant']",Low
8023,shout out follow follow ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8024,death toll philippine quake reach cebu philippines death toll magnitude earthquak ,['Factoid'],Low
8025,score dead magnitude earthquake ,"['MultimediaShare', 'Factoid', 'Hashtags', 'Sentiment']",Low
8026,ne canmaya diot philippine ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
8027,philippine earthquake death toll rise government official say death toll magnitu ,['Factoid'],Low
8028,philippine earthquake death toll rise government official say death toll magnitu ,"['Factoid', 'News']",Low
8029,death toll philippine quake more people miss ,"['MultimediaShare', 'Factoid', 'News']",Low
8030,earthquake philippine reduce historic landmark rubble via ,"['MultimediaShare', 'News']",Low
8031,earthquake philippine reduce historic landmark rubble via ,"['Factoid', 'News']",Low
8032,philippine quake damage historic church loon philippine ap earthquake strike central ph ,"['MultimediaShare', 'Factoid']",Low
8033,sana wala na aftershock ,"['Hashtags', 'Sentiment']",Low
8034,heartbreaking news earthquake poor most vulnerable situation ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8035,impassable road hamper philippine quake rescue effort ,"['MultimediaShare', 'Factoid', 'News']",Low
8036,death toll quake now ,"['Factoid', 'Hashtags']",Low
8037,know papa god always protect u need trust him let big faith him ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8038,haist before amp after sa lahat ng ,"['Hashtags', 'Sentiment']",Low
8039,death toll rise philippine quake ,"['Factoid', 'News']",Low
8040,swifties pray philippine earthquake yesterday people affect ,"['Sentiment', 'Irrelevant']",Low
8041,thunderstorm advisory expect thunderstorm over bein unido trinidad http ,['Irrelevant'],Low
8042,bbc news quake bring down bell tower old philippine church ,"['MultimediaShare', 'Hashtags', 'Sentiment', 'Irrelevant']",Low
8043,cebu city philippine magnitude earthquake october capture cctv must see via ,"['Factoid', 'OriginalEvent']",Low
8044,may lord protect people here visayas esp bohol cebu gudnyt sleepyhead ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8045,year ago baclayon church bohol ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8046,everyone safety especially affect earthquake ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8047,dead philippine quake death toll magnitude earthquake ce ,"['Factoid', 'News']",Low
8048,dead philippine quake death toll magnitude earthquake central philippine ro ,"['MultimediaShare', 'Factoid']",Low
8049,update typhoon earthquake hit philippine dead rise prophecy ,"['Factoid', 'Discussion']",Low
8050,cebu city philippine magnitude earthquake october capture cctv must see via ,"['MultimediaShare', 'OriginalEvent']",Low
8051,thankful my brother katherine okay earthquake three philippine ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8052,powerful earthquake strike philippine aftermath photo ,"['MultimediaShare', 'Irrelevant']",Low
8053,philippine un agency arrive assist post quake relief effort ,"['MultimediaShare', 'CleanUp']",Low
8054,earthquake philippine my prayer go out everyone affect ,"['Sentiment', 'Irrelevant']",Low
8055,another aftershock greet u good morning ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8056,still experience aftershock until now haven slept yet ,"['Sentiment', 'Irrelevant']",Low
8057,pacific ocean west philippines central visayas panaytayon preliminary earthquake rep ,"['Hashtags', 'OriginalEvent']",Low
8058,earthquake diay cya ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8059,tuesday oct destroy lot historical church photo ,"['MultimediaShare', 'Hashtags']",Low
8060,wake up minute before strong aftershock occur ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8061,pls read my tweet pls po super need help inabanga bohol don ever recieve any relief good ,"['Hashtags', 'Sentiment']",Low
8062,send my prayer victimize earthquake philippine ,"['Sentiment', 'Irrelevant']",Low
8063,ito po ang mga pagkakataon na nasusubok ang mga pilipino pero babangon po tayo ,"['Hashtags', 'Sentiment']",Low
8064,active volcano explain earthquake ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8065,keep calm god faith ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8066,another shake resident now start stay out house short duration last one ago ,"['Hashtags', 'Discussion', 'Irrelevant']",Low
8067,god bless po sa ating lahat lalong lalo na sa mga taga bohol dito sa sa ibang lugar dito sa visayas na may li ,"['Hashtags', 'Sentiment']",Low
8068,post friend need help asap ,"['SearchAndRescue', 'Hashtags']",High
8069,more than aftershock god bless all ,"['SearchAndRescue', 'Hashtags', 'Sentiment']",High
8070,god bless keep faith ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8071,thank speedily send medical rescue team here provide assistan ,"['Hashtags', 'Sentiment']",Low
8072,typhoon luzon earthquake visayas bohol cebu war mindanao bad all corruption all over philippine ,"['Sentiment', 'Irrelevant']",Low
8073,keep safe guy ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8074,now believe economic growth prospect remain unaffected bohol earthquake ,"['Hashtags', 'News']",Low
8075,philippine struggle deliver quake relief ,['MultimediaShare'],Low
8076,october earthquake near city catigbian bohol island philippine occur ,"['MultimediaShare', 'OriginalEvent', 'Irrelevant']",Low
8077,pray philippine ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8078,philippine un agency arrive assist post quake relief effort ,"['MultimediaShare', 'News']",Low
8079,thank lord team safe travel quake affect area bohol ,"['MultimediaShare', 'Hashtags', 'Sentiment']",Low
8080,toll climb philippine quake ,"['MultimediaShare', 'Discussion']",Low
8081,update lds missionary run safety during quake philippine ,"['MultimediaShare', 'News', 'Irrelevant']",Low
8082,very strong earthquake mindanao philippine october earthquake ,"['Discussion', 'Irrelevant']",Low
8083,toll climb philippine quake ,"['MultimediaShare', 'Hashtags', 'News']",Low
8084,powerful earthquake strike photo aftermath tuesday magnitude quake ,"['MultimediaShare', 'Hashtags']",Low
8085,design right ,"['Hashtags', 'Irrelevant']",Low
8086,call help bohol philippine earthquake relief donation need urgently support relief ,"['Donations', 'Irrelevant']",Low
8087,continue all affected area keep safe everyone godbless u ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8088,earthquake news philippine earthquake video capture power mother nature huffington post philippine ,"['MultimediaShare', 'News']",Low
8089,please pray philippine earthquake love shannen manila love ,"['Sentiment', 'Irrelevant']",Low
8090,pls pray tubigon bohol cebu city philippine earthquake magnitude stay positive philippine matter ,"['Sentiment', 'Irrelevant']",Low
8091,yesterday dswd region vii office ,"['Donations', 'Hashtags', 'Irrelevant']",Low
8092,smangat osssshhhhhhhhhh philippine earthquake response call hard decide now ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8093,let help our brother sister together make thing happen ,"['Hashtags', 'Sentiment']",Low
8094,earthquake sagbayan philippine oct epicenter ago depth ,"['Factoid', 'OriginalEvent', 'News']",Low
8095,cnn death toll magnitude earthquake central philippine rise thursday ,['Factoid'],Low
8096,bohol toll continue rise late kill injured miss amp displace ,"['MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
8097,nakaka freak every time mag shake ang ground just another strong shock minute ago ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
8098,philippine star gt more body recover quake hit province death ,"['Factoid', 'Irrelevant']",Low
8099,toll climb philippine quake ,"['MultimediaShare', 'Factoid', 'Irrelevant']",Low
8100,just read report quake philippine church break down cebu hope all well dear ,"['Sentiment', 'Irrelevant']",Low
8101,overjoy support colleague friend first batch relief good reach tomorrow still accept donation ,"['Donations', 'Hashtags', 'Sentiment']",Low
8102,aboitiz sharon donate quake victim manila philippines aboitiz group corporate social devel http ,"['Donations', 'Factoid', 'Sentiment', 'Irrelevant']",Low
8103,guy badly need your help victim earthquake last tuesday bohol philippine need food water gasoline candle ,"['GoodsServices', 'Factoid', 'CleanUp']",Low
